url,title,date,author,summary,pdf_link
https://www.martenscentre.eu/publication/resilience-unveiled-shaping-the-future-of-central-europe/,Resilience Unveiled: Shaping the Future of Central Europe,22 May 2024,,"In 2024, Czechia marks twenty-five years of NATO membership and twenty years in the EU, milestones that have significantly reshaped its political, economic, and security landscape, alongside the broader Central European region. This publication examines the implications of NATO and EU enlargement for Central European countries, highlighting Czechia’s pivotal role. It explores the region’s current geopolitical and socio-economic challenges, with a focus on Russia’s war in Ukraine and the complexities of regional security. The volume addresses cultural exchanges, economic cooperation, and the potential for enhanced diplomatic ties, especially between Czechia, Austria, and Germany. It also discusses the risks of democratic backsliding, low pluralism, and the under-representation of women in politics. The publication begins with an essay by former diplomat Jakub Forst-Battaglia and includes seven chapters that cover resilience strategies, regional cooperation, external influences on democracy, disinformation, migration, and political representation. This comprehensive analysis offers insights into Central Europe’s role in addressing contemporary European challenges. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/navigating-demographic-dynamics-strategies-for-tomorrow/,Navigating demographic dynamics: Strategies for tomorrow,16 May 2024,,ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook,
https://www.martenscentre.eu/publication/the-athens-effect-5-reasons-why-france-and-the-eu-should-go-greek-on-debt/,The Athens Effect: 5 Reasons Why France (and the EU) Should go Greek on Debt,13 May 2024,,"Greece has long been viewed as the weakest member of the Euro Area. Its three rescue packages, organised initially by the European Commission, European Central Bank (ECB) and the International Monetary Fund (IMF) sparked an unprecedented decade of economic and political turbulence. The austerity (and declining living standards) associated with the bailout period came to define the structural flaws of the Euro currency. For a time in the mid-2010s, Greece’s survival in the Euro was irrevocably entwined with political events in both Brussels and Berlin. Yet, throughout this period Greek public support for both EU and Eurozone membership remained high. With the onset of the Covid-19 pandemic in 2020, Greece’s debt to GDP ratio was pushed to a historic high of 207%, higher even than during the bailout crises of the preceding decade. However, the past four years have seen a remarkable transformation of Greece’s long term debt sustainability. As of Quarter 3, 2023 Greece’s debt stood at 165% of GDP – a decline of over 42 percentage points, or over a fifth – in just three years. Longer-term projections indicate that debt to GDP levels will continue to fall and may achieve a lower level than Italy and France by the end of the decade. In 2023, Greece – for the first time since 2010 – reattained investment grade status from three of the four biggest ratings agencies. Latest forecasts indicate continued strong debt reduction driven by moderate growth and sustained primary budget surpluses. Debt to GDP levels are likely to fall under 150% in late 2024/early 2025. Despite continued structural challenges – low productivity, demographic profile and increasing environmental risks – Greece is still projected to outperform its Euro Area peers in the medium to long term. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/russian-economy-still-standing-but-stuck/,"Russian Economy: Still Standing, But Stuck",30 April 2024,,"This analysis is a follow-up to the comprehensive report “From Bad to Worse: The Continuing Effects of Sanctions on Russia”, which was published by the Wilfried Martens Centre for European Studies in June 2023. We continue to analyse the nuanced effects of Western sanctions against Russia two years since the beginning of Putin’s full-scale invasion of Ukraine, and, in contrast to the widespread international optimistic assessment of “Russia’s economic resilience” to sanctions, paint a very different picture: behind the facade of a handful of positive macroeconomic indicators like strong GDP growth and low unemployment, Russia’s actual economic reality is much bleaker, and the situation is getting worse. This paper intends to provide Western policymakers with realistic in-depth analysis of multiple effects of sanctions on the Russian economy, helping to identify areas where sanctions are truly working, and Putin’s main economic vulnerabilities, an un-derstanding of which is crucial to further strengthening the Western response to Putin’s war of aggression against Ukraine, and limiting Russia’s ability to finance the war. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-7ds-digitalisation-in-depth/,The 7Ds – Digitalisation in Depth,22 April 2024,,"Alongside the Green Deal and the first steps towards a Defence Union, creating a single European digital space has been a key project of the outgoing European Commission (2019–24). This has involved establishing an interconnected set of rules and regulations aimed at creating a level playing field for competition among European and international companies, enhancing the rights of Europe’s ‘digital citizens’, protecting the integrity of democratic institutions and processes, and promoting global cooperation in the digital sphere. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-7ds-de-risking-globalisation-in-depth/,The 7Ds – De-risking Globalisation in Depth,22 April 2024,,"Several crises over the last two decades, including the Covid-19 pandemic and, most recently, the Russian war against Ukraine, have shown the vulnerability of global supply-chain systems and have shattered illusions about ever-progressing globalisation. This has forced the EU to rethink its traditional reliance on and support for multilateralism and global cooperation, which had led to an over-dependence on certain countries and producers in crucial fields such as raw materials and chemical products. Over the last couple of years, the Union has responded to these developments by creating a series of policies and launching initiatives to de- risk its economic relations and reduce the potential for political blackmail. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-7ds-demography-in-depth/,The 7Ds – Demography in Depth,22 April 2024,,"The European welfare state is being challenged by new realities. People’s outlooks on life have changed dramatically over the past decades, including their views on religion, the family and work. The consequences of these societal changes include rising life expectancies and stagnating fertility rates that are insufficient for the natural increase of the population. Humanity’s efforts to curtail overpopulation and increase longevity have caused the ageing of our societies, a trend that has been under way for decades. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-7ds-democracy-in-depth/,The 7Ds – Democracy in Depth,22 April 2024,,"Democracy is the beating heart and core of the EU’s identity, along with peace. From its inception in the aftermath of the Second World War, European integration has been open only to democratic countries that respect the rule of law and fundamental freedoms. It has also played an essential role in democratising, stabilising and integrating new countries, from Greece, Spain and Portugal in the 1970s and 1980s to the post-Communist countries of Central and Eastern Europe in the 1990s and 2000s. As the EU acquires new powers and competences to manage new challenges in the most diverse fields, it will be necessary to improve the quality of EU democracy, the legitimacy of its institutions, and their responsiveness to the needs and preferences of the EU member states and citizens. Moreover, democratic values and institutions face new challenges, such as disinformation, polarisation and a lack of trust in political elites—all in a world of systemic rivalry. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/the-7ds-decarbonisation-in-depth/,The 7Ds – Decarbonisation in Depth,22 April 2024,,"With its 2019 Green Deal and the goal of carbon neutrality by 2050, the EU aims to become the most influential global actor when it comes to advancing the international agenda on decarbonisation and the fight against climate change. Geopolitical conflicts have increasingly shifted political priorities and resources, making the commitments pledged in the previous decade even more challenging to achieve. At the same time, resilience and economic security have become key criteria for the future transformation. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-7ds-debt-in-depth/,The 7Ds – Debt in Depth,22 April 2024,,"Debt is a question of dose. Too much, and you lose your political independence and sovereignty. Too little, and you might miss out on the possibility and necessity of building infrastructure that facilitates future development. In 2023, the Martens Centre published its7Ds for Sustainabilitystrategy document. This text comprised 175 proposals for the next legislature to future-proof EU policy in the areas of debt, decarbonisation, defence, democracy, demography, de-risking globalisation, and digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. The7Dsdocument has already inspired reflection on what to do over the next five years. These discussions are based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre has invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise. It is hoped that these proposals, published at the beginning of April 2024, will help to clarify the way forward at a critical juncture, when the European Parliament, the European Commission and the European Council are negotiating on and finalising their strategic priorities. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/activity-report-2023/,Activity Report 2023,28 March 2024,,"Reflecting on the past year, it seems to me that the best word to describe 2023 is “turbulent”. While the war in Ukraine continued to cast a long shadow and question the very foundations of European security, other challenges, such as the energy crisis and rising inflation, tested the economic and social fabric of our Union. In this turbulent year, the Martens Centre remained steadfast in its dedication to Wilfried Martens’ vision of a strong, united, and prosperous Europe. As we commemorated the 10th anniversary of his passing, his ideals of dialogue, understanding, and collaboration resonated more powerfully than ever. Throughout 2023, our activities reflected this commitment. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/did-secularisation-kill-god-changes-in-religiosity-and-values-among-natives-and-migrants-in-europe/,Did Secularisation Kill God? Changes in Religiosity and Values Among Natives and Migrants in Europe,27 March 2024,,"This study provides an assessment of the disparities in secularisation between the migrant and native populations in the EU. Although religion is a force that continues to shape societal culture, secularisation—the progressive autonomisation of societal sectors from religious meaning and institutions—is gaining strength across the bloc. The study, which relies on scholarly works and quantitative data from survey institutes, explores variations across different member countries and societal groups. It finds that north-western, mainly Protestant, EU countries are the most secularised, while eastern, mainly Orthodox, ones exhibit higher levels of religiosity and more conservative values. Overall across the EU, immigrant populations exhibit higher levels of religiosity and conservatism compared to native populations. Muslims prove more resistant than any other religious group to secularisation and acculturation processes, even across generations. Ukrainian nationals manifest a unique pattern of increased religiosity alongside increased acceptance of secular values. The study advocates for policies that promote secularism and socio-cultural assimilation in order to foster societal cohesion while celebrating diversity. The centre–right in the EU should work towards a common framework of secularism, while respecting national differences. It should balance the legal and moral duties towards immigrants on the one hand, and the protection of state law and respect for individual rights on the other hand. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-7ds-defence-in-depth/,The 7Ds – Defence in Depth,06 March 2024,,"When an idea like the defence community re-emerges regularly over the course of 70 years but is neverrealised, what does this tell us? The message is, first, that the idea is backed by a strong rationale thatdoes not allow us simply to shelve it and move on; but also, that the preconditions for its implementationhave been absent. This paper brings together the insights of many Martens Centre experts in order to better understand what Europe needs to develop its defence policy and to how to implement the necessary steps. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/attitudes-towards-the-eu-among-the-transylvanian-hungarians/,Attitudes towards the EU among the Transylvanian Hungarians,31 January 2024,,"The research project is a common initiative with Kós Károly Akadémia Foundation. The main aim of the research is to achieve a better understanding of factors determining the changing attitudes toward the European Union (and its institution) among the ethnic Hungarian population in Romania. The current analysis aims to present an overall view of the attitudes of Hungarians inTransylvania towards the EU and about its changes between 2014, 2019 and 2023. Romania joined the EU in 2007. The Hungarian community within Romania has a particular attitude towards the EU and has specific expectations from it. This analysis deals mainly with these attitudes and expectations. According to the census in 2021, there are about one million ethnic Hungarians in Romania representing 6 percent of the country’s permanent population. In the European Parliament elections, the Hungarian community in Transylvania has elected two deputies: in 2007, the Democratic Alliance of Hungarians in Romania (RMDSZ) won two seats and one independent candidate; in 2009 the RMDSZ won three seats and in 2014 and 2019 sent two members of the EP in Brussels. The report is based on three surveys carried out on a representative sample of Hungarian population in Transylvania, Romania. The surveys used a similar methodology (same sampling methodology, same questions) to elicit opinions expressed by ethnic Hungarians in Transylvania. The research aimed to compare the opinions of Hungarians in Transylvania with the population of Romania and other member states. The three main reference points for interpreting attitudes were the EU averages, the data for Romania and for Hungary, respectively. The main subject areas of our analysis are the following, among others: general social climate, main challenges for the population, general direction of the EU (geopolitical context), trust in the EU, opinions about accession to the EU, its benefits and disadvantages. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/transatlantic-trade-and-technology-partners-or-rivals/,Transatlantic Trade and Technology: Partners or Rivals?,25 January 2024,,"After years of mounting trade tensions and a tumultuous Trump presidency, new administrations came to power in both Brussels and Washington determined to work together. In 2021, they launched the EU-US Trade and Technology Council (TTC), promising to boost bilateral trade and strengthen cooperation on pressing technological challenges. since the TTC was launched with fanfare in Pittsburgh, the forum has helped foster the revival of transatlantic purpose, first by combatting Russia’s invasion of Ukraine and second by agreeing on the need to “derisk” rather than “decouple” from China. Entering 2024, however, challenges are mounting. The two sides are sparring over clean technology subsidies and moving at different speeds on tech regulation. Europe pursues a “digital sovereignty” agenda that discriminates against leading US tech companies. The US invests in a new industrial policy, offering billions of subsidies to bring home high-tech manufacturing. Elections scheduled before the year-end on both sides of the Atlantic could prove divisive, particularly if isolationist leaders come to power in Washington. The TTC can help reduce the risks — if reformed and strengthened. The forum must be streamlined and tasked with a few realistic yet ambitious goals. It should engage a broad range of stakeholders, with the participation of the European Parliament, the US Congress, and high-level business leaders. On substance, the TTC must align the two powers on tough issues, not shy away from disagreement. It represents an ideal platform to forge a common position on how to “derisk” from China, create a new transatlantic green tech alliance that limits domestic subsidies to clean technologies, and construct a common semiconductor supply chain. Despite their divergent domestic approaches to regulating artificial intelligence, the US and the EU still can construct guardrails ensuring safe use of the breakthrough technology. This paper is based on a careful review of official documents and more than a dozen interviews with officials, analysts, and business representatives in both Brussels and Washington. The interviews were conducted on Chatham House background rules, to allow for honest discussion. By bringing together the Brussels-based Wilfried Martens Centre for European Studies and the Washington-based Center for European Policy Analysis, our goal was to understand, synthesize, encourage, and improve this promising joint endeavor.",
https://www.martenscentre.eu/publication/challenges-of-belarusian-migration-in-the-eu/,Challenges of Belarusian Migration in the EU,30 December 2023,,"The revolution launched in Belarus in 2020 was not pro-European or pro-Russian. Many people, for various reasons, dared to challenge the strongest and most brutal dictatorship in Europe: a dictatorship that had been building a system of oppression for 25 years. In any case, their reasons related to natural rights and recognised human rights: the right to participate in the governance of one’s state, the right to have no torture or disproportionate use of force, the right to peaceful assembly, the right to a fair trial, etc. Therefore, it is clear that Belarusians, who had a choice — either to go behind bars or to flee from injustice — chose to move to a country where respect for human rights was not only declared, but also enforced. Among the EU countries, the closest neighbours of Belarus — Lithuania and Poland — turned out to be the most popular among migrants. Lithuanians and Poles represented by their own governments demonstrated good-neighbourly behaviour: by letting hundreds of thousands of Belarusians in, they did enough to ease the situation of those who lost their homes through no fault of their own. The governments of these countries were guided by international norms implemented in their national legal systems, such as the norms of refugee treatment and anti-discrimination. However, Belarusians in Poland and Lithuania face discrimination on the grounds of their origin from time to time. This report describes how serious and systematic these facts are, in what domains they are manifested, and most importantly, why discrimination happens and how it can be fought. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/brexit-navigating-the-politics-of-discord/,Brexit: Navigating the Politics of Discord,20 December 2023,,"The narrow victory for the Brexit campaign in the 2016 referendum campaign promised to reverse the slippage in British economic performance and global influence by quitting the ‘failed’ EU project. Yet barely two years after what Brexiteers celebrated as ‘Independence Day’, the bold promises made by the ‘Leave’ side in the referendum campaign have not—or have not yet—materialised. The national mood now, as evidenced in public opinion surveys, is increasingly unconvinced that Brexit is the answer to the UK’s current problems or impending challenges. The paper examines how the Brexit that was promised was always unrealisable because it naively overlooked the marked asymmetry of power between the EU27 and its former member state. The issues raised by the UK government’s preferred ‘hard Brexit’ were bound to face serious challenges that could not be wished away by simplistic ‘cherry-picking’ solutions. During the withdrawal negotiations the three British prime ministers (in just five years) preferred hubris to pragmatism and fantasy over fact, with the eventual outcome being one that was far removed from what was promised in the referendum. Indeed, Brexit has brought the UK serious challenges and unanticipated consequences, both domestically and in terms of its external policy. These were harsh lessons that successive British governments needed to face and that they avoided by defying the realities of hard power. The latest incumbent in Downing Street has finally begun to confront these unpalatable truths, acknowledging momentous challenges in the near and far abroad that point to the need to reset UK–EU relations. The time is not quite right for this though, as Brexit was a seismic, even a traumatic event for both sides. For that very reason the recent improvement in relations by no means ensures a prompt return to thestatus quo ante. It does however point to a more constructive relationship. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/ukraine-as-a-locus-of-identity-why-history-and-culture-matter/,Ukraine as a Locus of Identity: Why History and Culture Matter,19 December 2023,,"War between Russia and Ukraine broke out on the 24 February 2022. Since then, most of the commentary has focused primarily on geopolitical and economic issues. This paper seeks to bring to the debate the dimensions of history, culture and identity. It argues that these remain crucial to understanding this war and central to the EU as it formulates a way forward. The Russian narrative, as espoused by President Vladimir Putin, seeks to depict Ukrainians, Russians and Belarusians as one people—‘the largest state in Europe’—whose origin can be traced to Ancient Rus, with Kyiv as the ‘mother of all Russian cities’. Ukraine’s narrative, on the other hand, has been one of gradually trying to distance itself from the Russian domain. In an attempt to reshape public discourse and perception, the country has been implementing laws promoting ‘de-Stalinisation’ and ‘de-Communisation’. While issues of a political, economic and defensive nature remain fundamental, these debates point to the ever-growing presence of issues concerning history, culture and identity. As the war in Ukraine shows, engaging with such debates need not be considered a death knell for the EU, but an opportunity to forge a more realistic and rounded Union. Thus, this paper recommends that the EU continues to recognise that historical debates can lie at the base of contemporary crises. Furthermore, it argues that the EU needs to show coherence, that it can exploit its soft-power potential better, that greater civic consciousness should be encouraged and that the complementarity between the nation and Europe should be emphasised. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/finland-in-the-european-union-what-next/,Finland in the European Union– What next?,12 December 2023,,"EU membership was the most significant foreign and security policy decision in Finland’s history, facilitating NATO accession and seating Finland at the table with major Western powers. Current and future governments ought to recognise the significance of European integration and present a more tangible political vision for the future of the EU. The world system is changing, and the EU needs to adapt externally but also internally. In the debate on possible reforms, Finland should not shy away from integration but needs to also look after its interests. Due to the war in Ukraine, the questions related to the American commitment to Europe’s security as was the case previously, and global developments in security and defence will play a stronger role. Finland has joined NATO, which gives it new perspectives, possibilities, and responsibilities. While NATO will be a major platform for security and defence cooperation, the EU will have increasing importance. Finland, as a country on Russia’s border, has a crucial role in leading that debate and is also a driver of EU defence cooperation within the NATO framework. Security in all its dimensions will play a more important role in the future, and not least due to the cloud that US domestic politics are casting over transatlantic defence cooperation, there is a strong interest to develop the EU as a security provider. As the articles in this publication point out, Finland’s border with Russia is not only a border of two states but a border of two global systems and views which are challenging one another. As a result, increasingly, what comes next for the European Union is no longer for Finland to find out but for Finland to define. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/freedom-must-be-better-armed-than-tyranny-boosting-research-and-industrial-capacity-for-european-defence/,Freedom Must Be Better Armed Than Tyranny: Boosting Research and Industrial Capacity for European Defence,30 November 2023,,"In furtherance of this research project, Garvan Walshe developed a mathematical model for estimating the changes in European defence equipment budgets that would be required to meet the Russian threat. It can be accessed for free by clickinghere. The Russian state is a threat to freedom in Europe and the integrity of the EU. Since 1945 we have relied on the United States to protect freedom on our continent. While it is to be hoped the US will be able to stay involved in the most successful democratic alliance in history, the risk of conflict in Asia, a return to isolationism, or the re-election of Donald Trump is too high for the EU not to develop a defence industrial and technological base (DITB) able to supply Europe’s defence on its own. Such a renewed DITB will furthermore be able to contribute to the collective defence of democracy across the globe and support our friends and allies in the United States and democratic Asia. In the worst case it will allow Europe to defend itself from Russian aggression alone. In the best circumstances it will strengthen the international community of democracies. This paper finds that developing such capability is well within the capacity of the EU and its member states and proposes a series of measures by which it can be financed. It analyses the composition of the defence budgets of EDA members between 2017 and 2021, and assesses their levels of defence investment, research and development, and “research and technology” (R&T – fundamental technological research that is itself an input to R&D). It identifies gaps and recommends EU policies and instruments to close them. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/sustainable-europe-cross-cutting-strategies-for-a-future-proof-union/,Sustainable Europe: Cross-cutting strategies for a future-proof Union,20 November 2023,,ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook,
https://www.martenscentre.eu/publication/rural-europe-our-contract-with-rural-europe-a-five-point-plan-for-europes-heartlands/,Rural Europe: Our Contract with Rural Europe – A Five-Point Plan for Europe’s Heartlands,08 November 2023,,"The EU is much more than just its cities. Beyond the confines of larger urban centres lies a rich tapestry of towns, villages and open countryside. These are the places whose traditions and resilience have helped define Europe’s way of life for centuries. They are Europe’s heartlands. The EU’s rural and exurban areas account for over 80% of its total area and are home to over 30% of its population. Yet across Europe these communities feel disconnected. They feel detached from an increasingly remote political process—one which, they believe, gives precedence to the priorities of urban decision-makers rather than to the needs of smaller, less vocal communities. In many sectors, particularly in agriculture, people believe that their way of life is threatened by an unending deluge of European and national level regulations. Many feel abandoned by traditional political parties and disorientated by the rapid pace of economic and social change. Europe needs a new approach to rural development because not every town needs to become a technology hub, nor every village a tourist hotspot. Our Contract with Rural Europe provides a Five-Point Plan for Europe’s Heartlands. First, the Green Deal must become a positive partnership for farmers. Second, rural citizens are equal citizens requiring the same connectivity and skills as those living in urban areas. Third, essential rural communities require essential public services. Fourth, youth and quality of life will drive lasting growth. Fifth, the EU needs to get back to basics and start focusing on meeting the day-to-day needs of its rural citizens. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/why-we-still-need-parties-the-resilience-of-europes-political-parties-explained/,Why We Still Need Parties: The Resilience of Europe’s Political Parties Explained,02 November 2023,,"Certain political “truths” are taken for granted: the story of the decline and even disappearance of political parties in Europe is a famous example. Outdated communication, undemocratic decision-making processes, lack of compelling ideologies, susceptibility to corruption are all criticisms directed towards political parties to explain why they are a relic of the past. But, perhaps surprisingly to some, political parties haven’t disappeared. They have remained the core political acteurs in all Western-style democracies. Much acclaimed alternatives such as “movements” or other forms of “direct democracy” had not been able to substitute those old-fashioned institutions from the 19th century. How have political parties across Europe reacted to a rapidly changing environment? Are there lessons from different European countries worthy of being adopted by others? How can the legitimacy of Western democratic systems be strengthened, and what specific contribution can political parties make to this? And last but not least, what is the particular role of European political parties as a relatively new type of political actor? To find answers to these and many other questions, the International Republican Institute (IRI) has set up an ambitious project for a comparative analysis of selected national party systems across Europe, which the Wilfred Martens Centre for European Studies is pleased to publish. Leading experts from political science, think tanks and parties had been invited to provide a comprehensive insight into the diverse landscape of political parties on the continent. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/international-cooperation-in-a-new-era-the-eus-quest-for-like-minded-partners-latin-american-and-caribbean/,International Cooperation in a New Era: the EU’s Quest for Like-Minded Partners – Latin American and Caribbean,31 October 2023,,"In today’s contested world, the EU´s relations with Latin America and the Caribbean (LAC) are of growing importance. Both have a long-standing strategic partnership, based on shared values, culture and history as well as solid economic ties. With a direct investment stock of 800 billion EUR the EU is by far the largest investor in the region. In the long run, and to be credible, the EU needs to go beyond rhetoric, develop resilient sustainable partnerships, and implement concrete projects, while considering the needs and priorities of its partners, in this case Latin American and Caribbean countries. At the same time, in a new geopolitical era, the EU also must find its position on the global stage and build its “geopolitical identity”. In this context, this WMCES-HSS publication addresses some overarching questions and aspects. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-power-of-opacity-eu-responses-to-weaponised-migration/,The Power of Opacity: EU Responses to Weaponised Migration,25 October 2023,,"Orchestrating migration pressure has long been an instrument used by a variety of actors to create leverage, extract concessions, inflict damage on reputations or pursue other hostile intentions. The EU has faced several such attempts. The events organised by the Lukashenka regime in Belarus in 2021, by Türkiye in early 2020 and by Morocco in May 2021 are the most notable. This policy brief argues that the EU has handled recent situations of migration coercion rather well and has the potential to handle them even better in the future. The apparent inconsistency and fluidity of EU action is often subject to criticism in the media, a cause of exasperation for national and EU officials, and perceived as a serious deficiency to be remedied. However, the same policy and operational opacity has significant advantages: it makes the EU an unpredictable target for migration instrumentalisation, presenting adversaries with planning challenges. Commenting on existing Commission proposals, the paper argues the continued unpredictability of EU responses, albeit based on an imperfect legislative status quo, is preferable to EU laws that might constrain the bloc’s room for manoeuvre. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-7ds-for-sustainability-175-proposals-for-the-next-legislature/,The 7Ds for Sustainability:  175 Proposals for the Next Legislature,25 October 2023,,"This paper is the most recent edition of the 7Ds project which was initially released in April 2023, updated after stakeholder consultations. The EPP is built on the beliefs of Christian Democratic and Conservative People’s Parties. Conservatives know that not every reform is progress. They have shared scepticism towards ideologies, and prefer pragmatic solutions. They abhor the violence of revolutions and realise that existing institutions contain the wisdom of generations. Christian Democrats try to balance and reconcile the seemingly irreconcilable: the social market economy, pluralism, federalism, popular parties and centrism. They aim to be the force of reconciliation and moderation in society. Both Christian Democrats and Conservatives engage in the defence of the order firmly established in the free part of the European continent after 1945: representative democracy, the rule of law, inviolable human rights and a firm stand against any attempts of illiberal democratic backsliding.",
